MONTH,DAY,HOUR,LOAD,temperature,DATE,power
4,15,24,11305,55.6,4/15/2002,113.05
4,16,1,10319,55.4,4/16/2002,103.19
4,16,2,9803,54.6,4/16/2002,98.03
4,16,3,9524,53.7,4/16/2002,95.24
4,16,4,9458,53,4/16/2002,94.58
4,16,5,9691,51.1,4/16/2002,96.91
4,16,6,10620,50.9,4/16/2002,106.2
4,16,7,12225,51.7,4/16/2002,122.25
4,16,8,13861,52.3,4/16/2002,138.61
4,16,9,14753,56.2,4/16/2002,147.53
4,16,10,15273,60.1,4/16/2002,152.73
4,16,11,15719,64.6,4/16/2002,157.19
4,16,12,16009,67.9,4/16/2002,160.09
4,16,13,16100,71.5,4/16/2002,161
4,16,14,16298,73.8,4/16/2002,162.98
4,16,15,16323,75,4/16/2002,163.23
4,16,16,16270,77,4/16/2002,162.7
4,16,17,16224,77.2,4/16/2002,162.24
4,16,18,16016,78.3,4/16/2002,160.16
4,16,19,15668,77.4,4/16/2002,156.68
4,16,20,15946,75.8,4/16/2002,159.46
4,16,21,16470,73.8,4/16/2002,164.7
4,16,22,15474,71.2,4/16/2002,154.74
4,16,23,13823,70.9,4/16/2002,138.23
4,16,24,12270,69.5,4/16/2002,122.7
4,17,1,11152,68.7,4/17/2002,111.52
4,17,2,10556,67.1,4/17/2002,105.56
4,17,3,10199,66.4,4/17/2002,101.99
4,17,4,10054,64.5,4/17/2002,100.54
4,17,5,10196,63.8,4/17/2002,101.96
4,17,6,11057,63,4/17/2002,110.57
4,17,7,12588,60.9,4/17/2002,125.88
4,17,8,14292,64.5,4/17/2002,142.92
4,17,9,15602,69.5,4/17/2002,156.02
4,17,10,16576,74.8,4/17/2002,165.76
4,17,11,17362,78.6,4/17/2002,173.62
4,17,12,17814,83.4,4/17/2002,178.14
4,17,13,18064,87.9,4/17/2002,180.64
4,17,14,18292,88.4,4/17/2002,182.92
4,17,15,18450,87.7,4/17/2002,184.5
4,17,16,18391,88.8,4/17/2002,183.91
4,17,17,18325,88.5,4/17/2002,183.25
4,17,18,18017,88,4/17/2002,180.17
4,17,19,17291,85.7,4/17/2002,172.91
4,17,20,17014,77.1,4/17/2002,170.14
4,17,21,17067,73.2,4/17/2002,170.67
4,17,22,15885,67.1,4/17/2002,158.85
4,17,23,14073,65.3,4/17/2002,140.73
4,17,24,12420,64.1,4/17/2002,124.2
4,18,1,11285,61.9,4/18/2002,112.85
4,18,2,10680,60.1,4/18/2002,106.8
4,18,3,10365,61.4,4/18/2002,103.65
4,18,4,10183,60.5,4/18/2002,101.83
4,18,5,10322,59,4/18/2002,103.22
4,18,6,11161,58.6,4/18/2002,111.61
4,18,7,12677,60.2,4/18/2002,126.77
4,18,8,14348,60.5,4/18/2002,143.48
4,18,9,15407,63.1,4/18/2002,154.07
4,18,10,16180,66.5,4/18/2002,161.8
4,18,11,16814,69.2,4/18/2002,168.14
4,18,12,17177,71,4/18/2002,171.77
4,18,13,17275,72.2,4/18/2002,172.75
4,18,14,17454,73.6,4/18/2002,174.54
4,18,15,17431,74.6,4/18/2002,174.31
4,18,16,17264,75.1,4/18/2002,172.64
4,18,17,17088,74,4/18/2002,170.88
4,18,18,16714,73.5,4/18/2002,167.14
4,18,19,16202,70.9,4/18/2002,162.02
4,18,20,16259,66.3,4/18/2002,162.59
4,18,21,16437,62.8,4/18/2002,164.37
4,18,22,15362,60.2,4/18/2002,153.62
4,18,23,13707,59.7,4/18/2002,137.07
4,18,24,12101,56.3,4/18/2002,121.01
4,19,1,10959,54.6,4/19/2002,109.59
4,19,2,10361,52.5,4/19/2002,103.61
4,19,3,10013,52.1,4/19/2002,100.13
4,19,4,9861,51.3,4/19/2002,98.61
4,19,5,9998,50.7,4/19/2002,99.98
4,19,6,10810,50.5,4/19/2002,108.1
4,19,7,12298,49.9,4/19/2002,122.98
4,19,8,13913,50.2,4/19/2002,139.13
4,19,9,14848,51,4/19/2002,148.48
4,19,10,15379,52.5,4/19/2002,153.79
4,19,11,15596,53.2,4/19/2002,155.96
4,19,12,15838,56.2,4/19/2002,158.38
4,19,13,15874,61,4/19/2002,158.74
4,19,14,15987,66,4/19/2002,159.87
4,19,15,15980,68.8,4/19/2002,159.8
4,19,16,15746,68.4,4/19/2002,157.46
4,19,17,15612,65.1,4/19/2002,156.12
4,19,18,15400,67.5,4/19/2002,154
4,19,19,14945,69,4/19/2002,149.45
4,19,20,15004,69.4,4/19/2002,150.04
4,19,21,15239,67,4/19/2002,152.39
4,19,22,14467,66.2,4/19/2002,144.67
4,19,23,13032,65.9,4/19/2002,130.32
4,19,24,11758,64.9,4/19/2002,117.58
4,20,1,10766,64.2,4/20/2002,107.66
4,20,2,10068,63.6,4/20/2002,100.68
4,20,3,9757,62.6,4/20/2002,97.57
4,20,4,9437,61.7,4/20/2002,94.37
4,20,5,9406,59.9,4/20/2002,94.06
4,20,6,9649,58.9,4/20/2002,96.49
4,20,7,10099,57.7,4/20/2002,100.99
4,20,8,11329,58.4,4/20/2002,113.29
4,20,9,12499,59.6,4/20/2002,124.99
4,20,10,13198,61,4/20/2002,131.98
4,20,11,13489,62,4/20/2002,134.89
4,20,12,13467,62.9,4/20/2002,134.67
4,20,13,13277,63.8,4/20/2002,132.77
4,20,14,13014,62.1,4/20/2002,130.14
4,20,15,12735,62.8,4/20/2002,127.35
4,20,16,12578,61.3,4/20/2002,125.78
4,20,17,12610,55.2,4/20/2002,126.1
4,20,18,12689,55.5,4/20/2002,126.89
4,20,19,12665,54.5,4/20/2002,126.65
4,20,20,12903,54.6,4/20/2002,129.03
4,20,21,13325,53.8,4/20/2002,133.25
4,20,22,12741,53,4/20/2002,127.41
4,20,23,11752,51.6,4/20/2002,117.52
4,20,24,10622,50.3,4/20/2002,106.22
4,21,1,9739,49.3,4/21/2002,97.39
4,21,2,9216,47.5,4/21/2002,92.16
4,21,3,8934,45.9,4/21/2002,89.34
4,21,4,8790,45.2,4/21/2002,87.9
4,21,5,8798,44.6,4/21/2002,87.98
4,21,6,8966,42.9,4/21/2002,89.66
4,21,7,9204,41.2,4/21/2002,92.04
4,21,8,10014,41.2,4/21/2002,100.14
4,21,9,11014,43.2,4/21/2002,110.14
4,21,10,11781,44.3,4/21/2002,117.81
4,21,11,12155,45.7,4/21/2002,121.55
4,21,12,12289,48.2,4/21/2002,122.89
4,21,13,12245,49.5,4/21/2002,122.45
4,21,14,12072,51.5,4/21/2002,120.72
4,21,15,11827,52.9,4/21/2002,118.27
4,21,16,11781,53.2,4/21/2002,117.81
4,21,17,12021,52.4,4/21/2002,120.21
4,21,18,12387,50.8,4/21/2002,123.87
4,21,19,12711,49.8,4/21/2002,127.11
4,21,20,13367,48.6,4/21/2002,133.67
4,21,21,13752,47.2,4/21/2002,137.52
4,21,22,12917,46.2,4/21/2002,129.17
4,21,23,11625,45,4/21/2002,116.25
4,21,24,10505,43.7,4/21/2002,105.05
4,22,1,9760,43,4/22/2002,97.6
4,22,2,9406,41.7,4/22/2002,94.06
4,22,3,9273,40.8,4/22/2002,92.73
4,22,4,9266,40.2,4/22/2002,92.66
4,22,5,9570,39.3,4/22/2002,95.7
4,22,6,10625,38.7,4/22/2002,106.25
4,22,7,12768,38.6,4/22/2002,127.68
4,22,8,14587,37.9,4/22/2002,145.87
4,22,9,15310,37.6,4/22/2002,153.1
4,22,10,15678,37.8,4/22/2002,156.78
4,22,11,15961,38.7,4/22/2002,159.61
4,22,12,16044,39.2,4/22/2002,160.44
4,22,13,15971,39.3,4/22/2002,159.71
4,22,14,15921,39,4/22/2002,159.21
4,22,15,15740,39,4/22/2002,157.4
4,22,16,15646,39.4,4/22/2002,156.46
4,22,17,15855,39,4/22/2002,158.55
4,22,18,16090,38.7,4/22/2002,160.9
4,22,19,16090,38.3,4/22/2002,160.9
4,22,20,16211,38.2,4/22/2002,162.11
4,22,21,15972,38.2,4/22/2002,159.72
4,22,22,14822,37.5,4/22/2002,148.22
4,22,23,13199,37.5,4/22/2002,131.99
4,22,24,11739,37.1,4/22/2002,117.39
4,23,1,10842,36.6,4/23/2002,108.42
4,23,2,10416,36.2,4/23/2002,104.16
4,23,3,10201,35.7,4/23/2002,102.01
4,23,4,10164,35.8,4/23/2002,101.64
4,23,5,10421,35.2,4/23/2002,104.21
4,23,6,11489,34.7,4/23/2002,114.89
4,23,7,13507,34.7,4/23/2002,135.07
4,23,8,15077,35.3,4/23/2002,150.77
4,23,9,15492,36.3,4/23/2002,154.92
4,23,10,15610,38.3,4/23/2002,156.1
4,23,11,15720,40.3,4/23/2002,157.2
4,23,12,15696,41.4,4/23/2002,156.96
4,23,13,15567,42.2,4/23/2002,155.67
4,23,14,15471,43.4,4/23/2002,154.71
4,23,15,15243,43.8,4/23/2002,152.43
4,23,16,15061,44,4/23/2002,150.61
4,23,17,15138,44.7,4/23/2002,151.38
4,23,18,15180,44.9,4/23/2002,151.8
4,23,19,15077,45.4,4/23/2002,150.77
4,23,20,15366,44.8,4/23/2002,153.66
4,23,21,15739,43.9,4/23/2002,157.39
4,23,22,14826,42.8,4/23/2002,148.26
4,23,23,13201,41.6,4/23/2002,132.01
4,23,24,11851,39.7,4/23/2002,118.51
4,24,1,10863,39,4/24/2002,108.63
4,24,2,10446,37.9,4/24/2002,104.46
4,24,3,10284,37.4,4/24/2002,102.84
4,24,4,10260,36.4,4/24/2002,102.6
4,24,5,10543,35.5,4/24/2002,105.43
4,24,6,11623,35.3,4/24/2002,116.23
4,24,7,13535,34.2,4/24/2002,135.35
4,24,8,14944,36.7,4/24/2002,149.44
4,24,9,15246,42.1,4/24/2002,152.46
4,24,10,15315,46.5,4/24/2002,153.15
4,24,11,15341,49.5,4/24/2002,153.41
4,24,12,15272,51.1,4/24/2002,152.72
4,24,13,15150,51.6,4/24/2002,151.5
4,24,14,14966,51.9,4/24/2002,149.66
4,24,15,14734,53.4,4/24/2002,147.34
4,24,16,14506,53.8,4/24/2002,145.06
4,24,17,14419,53.7,4/24/2002,144.19
4,24,18,14328,54.2,4/24/2002,143.28
4,24,19,14183,53.8,4/24/2002,141.83
4,24,20,14544,52.4,4/24/2002,145.44
4,24,21,15280,48.5,4/24/2002,152.8
4,24,22,14426,46.6,4/24/2002,144.26
4,24,23,12837,45.1,4/24/2002,128.37
4,24,24,11561,43.3,4/24/2002,115.61
4,25,1,10492,42.6,4/25/2002,104.92
4,25,2,10089,40.5,4/25/2002,100.89
4,25,3,9927,39.3,4/25/2002,99.27
4,25,4,9917,38.1,4/25/2002,99.17
4,25,5,10188,37.9,4/25/2002,101.88
4,25,6,11221,38.4,4/25/2002,112.21
4,25,7,13154,38.4,4/25/2002,131.54
4,25,8,14652,40.3,4/25/2002,146.52
4,25,9,15028,44.4,4/25/2002,150.28
4,25,10,15217,49.1,4/25/2002,152.17
4,25,11,15301,51.9,4/25/2002,153.01
4,25,12,15262,53.9,4/25/2002,152.62
4,25,13,15168,54.3,4/25/2002,151.68
4,25,14,15158,54.1,4/25/2002,151.58
4,25,15,15038,52.3,4/25/2002,150.38
4,25,16,15064,49.2,4/25/2002,150.64
4,25,17,15389,46.7,4/25/2002,153.89
4,25,18,15734,43.8,4/25/2002,157.34
4,25,19,15828,42.3,4/25/2002,158.28
4,25,20,15963,41.2,4/25/2002,159.63
4,25,21,15709,39.9,4/25/2002,157.09
4,25,22,14805,38.7,4/25/2002,148.05
4,25,23,13265,37.3,4/25/2002,132.65
4,25,24,11870,35.9,4/25/2002,118.7
4,26,1,10917,35.8,4/26/2002,109.17
4,26,2,10463,35.2,4/26/2002,104.63
4,26,3,10259,35.1,4/26/2002,102.59
4,26,4,10231,34.3,4/26/2002,102.31
4,26,5,10497,33.9,4/26/2002,104.97
4,26,6,11512,33.6,4/26/2002,115.12
4,26,7,13404,33.8,4/26/2002,134.04
4,26,8,14885,34.6,4/26/2002,148.85
4,26,9,15321,38,4/26/2002,153.21
4,26,10,15487,41.3,4/26/2002,154.87
4,26,11,15551,43.5,4/26/2002,155.51
4,26,12,15453,45.5,4/26/2002,154.53
4,26,13,15221,46.5,4/26/2002,152.21
4,26,14,15121,48.1,4/26/2002,151.21
4,26,15,14857,47.4,4/26/2002,148.57
4,26,16,14574,47.7,4/26/2002,145.74
4,26,17,14425,48.4,4/26/2002,144.25
4,26,18,14286,48,4/26/2002,142.86
4,26,19,14075,47.8,4/26/2002,140.75
4,26,20,14268,46.7,4/26/2002,142.68
4,26,21,14847,44.6,4/26/2002,148.47
4,26,22,14236,42.6,4/26/2002,142.36
4,26,23,13006,41.1,4/26/2002,130.06
4,26,24,11730,40.1,4/26/2002,117.3
4,27,1,10753,38.9,4/27/2002,107.53
4,27,2,10289,37.4,4/27/2002,102.89
4,27,3,10051,35.8,4/27/2002,100.51
4,27,4,9978,35.3,4/27/2002,99.78
4,27,5,10064,33.7,4/27/2002,100.64
4,27,6,10398,32,4/27/2002,103.98
4,27,7,10998,32.9,4/27/2002,109.98
4,27,8,12101,34,4/27/2002,121.01
4,27,9,13018,39,4/27/2002,130.18
4,27,10,13465,42.4,4/27/2002,134.65
4,27,11,13515,45.6,4/27/2002,135.15
4,27,12,13280,47.5,4/27/2002,132.8
4,27,13,12943,49.2,4/27/2002,129.43
4,27,14,12622,51.8,4/27/2002,126.22
4,27,15,12276,53.8,4/27/2002,122.76
4,27,16,12046,55.8,4/27/2002,120.46
4,27,17,12080,56.9,4/27/2002,120.8
4,27,18,12176,56.9,4/27/2002,121.76
4,27,19,12211,56.9,4/27/2002,122.11
4,27,20,12605,55.2,4/27/2002,126.05
4,27,21,13318,52.1,4/27/2002,133.18
4,27,22,12838,49.3,4/27/2002,128.38
4,27,23,11849,46,4/27/2002,118.49
4,27,24,10820,46.2,4/27/2002,108.2
4,28,1,9983,46.5,4/28/2002,99.83
4,28,2,9499,44,4/28/2002,94.99
4,28,3,9216,43.9,4/28/2002,92.16
4,28,4,9088,43.6,4/28/2002,90.88
4,28,5,9101,42.8,4/28/2002,91.01
4,28,6,9306,42.6,4/28/2002,93.06
4,28,7,9623,42.7,4/28/2002,96.23
4,28,8,10482,42.5,4/28/2002,104.82
4,28,9,11668,43,4/28/2002,116.68
4,28,10,12732,42.6,4/28/2002,127.32
4,28,11,13403,43.2,4/28/2002,134.03
4,28,12,13865,42.5,4/28/2002,138.65
4,28,13,13997,42.4,4/28/2002,139.97
4,28,14,13893,42.5,4/28/2002,138.93
4,28,15,13732,42.7,4/28/2002,137.32
4,28,16,13712,43,4/28/2002,137.12
4,28,17,13916,43.3,4/28/2002,139.16
4,28,18,14025,43.8,4/28/2002,140.25
4,28,19,14070,43.4,4/28/2002,140.7
4,28,20,14317,42.7,4/28/2002,143.17
4,28,21,14298,41.6,4/28/2002,142.98
4,28,22,13346,41.1,4/28/2002,133.46
4,28,23,12025,40.3,4/28/2002,120.25
4,28,24,10945,39.7,4/28/2002,109.45
4,29,1,10189,38.8,4/29/2002,101.89
4,29,2,9845,38.3,4/29/2002,98.45
4,29,3,9744,38.1,4/29/2002,97.44
4,29,4,9797,37.5,4/29/2002,97.97
4,29,5,10031,36.9,4/29/2002,100.31
4,29,6,11121,36.2,4/29/2002,111.21
4,29,7,13308,36.2,4/29/2002,133.08
4,29,8,15069,36.1,4/29/2002,150.69
4,29,9,15648,36.1,4/29/2002,156.48
4,29,10,15886,37.2,4/29/2002,158.86
4,29,11,16002,38.6,4/29/2002,160.02
4,29,12,15988,39.6,4/29/2002,159.88
4,29,13,15872,41.2,4/29/2002,158.72
4,29,14,15812,42.1,4/29/2002,158.12
4,29,15,15570,41.8,4/29/2002,155.7
4,29,16,15423,41.2,4/29/2002,154.23
4,29,17,15563,41.4,4/29/2002,155.63
4,29,18,15790,40.6,4/29/2002,157.9
4,29,19,15881,39.8,4/29/2002,158.81
4,29,20,16087,39.2,4/29/2002,160.87
4,29,21,16048,38.8,4/29/2002,160.48
4,29,22,14798,38,4/29/2002,147.98
4,29,23,13365,37.7,4/29/2002,133.65
4,29,24,11903,37.5,4/29/2002,119.03
4,30,1,10979,37.1,4/30/2002,109.79
4,30,2,10526,37,4/30/2002,105.26
4,30,3,10298,37,4/30/2002,102.98
4,30,4,10263,37,4/30/2002,102.63
4,30,5,10512,37.1,4/30/2002,105.12
4,30,6,11574,36.8,4/30/2002,115.74
4,30,7,13577,36.6,4/30/2002,135.77
4,30,8,15105,37.1,4/30/2002,151.05
4,30,9,15419,40.1,4/30/2002,154.19
4,30,10,15460,42.9,4/30/2002,154.6
4,30,11,15478,44.8,4/30/2002,154.78
4,30,12,15372,47.9,4/30/2002,153.72
4,30,13,15192,48.8,4/30/2002,151.92
4,30,14,15114,49.7,4/30/2002,151.14
4,30,15,14954,50.5,4/30/2002,149.54
4,30,16,14839,50.2,4/30/2002,148.39
4,30,17,14957,48.8,4/30/2002,149.57
4,30,18,15167,48.4,4/30/2002,151.67
4,30,19,15248,45.8,4/30/2002,152.48
4,30,20,15530,44.7,4/30/2002,155.3
4,30,21,15657,43.8,4/30/2002,156.57
4,30,22,14649,43.1,4/30/2002,146.49
4,30,23,13022,42.1,4/30/2002,130.22
4,30,24,11611,42,4/30/2002,116.11
5,1,1,10685,41.6,5/1/2002,106.85
5,1,2,10213,41.3,5/1/2002,102.13
5,1,3,10061,40.8,5/1/2002,100.61
5,1,4,10021,40.3,5/1/2002,100.21
5,1,5,10294,40.2,5/1/2002,102.94
5,1,6,11322,38.7,5/1/2002,113.22
5,1,7,13314,39.1,5/1/2002,133.14
5,1,8,14837,40.7,5/1/2002,148.37
5,1,9,15185,44.5,5/1/2002,151.85
5,1,10,15284,48.2,5/1/2002,152.84
5,1,11,15339,50,5/1/2002,153.39
5,1,12,15290,51.7,5/1/2002,152.9
5,1,13,15111,52.8,5/1/2002,151.11
5,1,14,15039,55.1,5/1/2002,150.39
5,1,15,14848,56.3,5/1/2002,148.48
5,1,16,14649,57.2,5/1/2002,146.49
5,1,17,14587,58.2,5/1/2002,145.87
5,1,18,14453,57.6,5/1/2002,144.53
5,1,19,14275,57,5/1/2002,142.75
5,1,20,14487,55.7,5/1/2002,144.87
5,1,21,15300,52.2,5/1/2002,153
5,1,22,14500,50,5/1/2002,145
5,1,23,12906,48.1,5/1/2002,129.06
5,1,24,11415,45.9,5/1/2002,114.15
5,2,1,10490,43.3,5/2/2002,104.9
5,2,2,10043,42.3,5/2/2002,100.43
5,2,3,9854,43.1,5/2/2002,98.54
5,2,4,9807,42.3,5/2/2002,98.07
5,2,5,10055,43.1,5/2/2002,100.55
5,2,6,11097,43.5,5/2/2002,110.97
5,2,7,13186,43.8,5/2/2002,131.86
5,2,8,14981,44.3,5/2/2002,149.81
5,2,9,15610,44.7,5/2/2002,156.1
5,2,10,15914,45.3,5/2/2002,159.14
5,2,11,16169,45.5,5/2/2002,161.69
5,2,12,16222,45.5,5/2/2002,162.22
5,2,13,16088,45.6,5/2/2002,160.88
5,2,14,16017,45.6,5/2/2002,160.17
5,2,15,15847,46.3,5/2/2002,158.47
5,2,16,15713,47,5/2/2002,157.13
5,2,17,15779,47.1,5/2/2002,157.79
5,2,18,15816,46.9,5/2/2002,158.16
5,2,19,15751,46.9,5/2/2002,157.51
5,2,20,15895,47,5/2/2002,158.95
5,2,21,15771,47,5/2/2002,157.71
5,2,22,14708,46.7,5/2/2002,147.08
5,2,23,13096,46.3,5/2/2002,130.96
5,2,24,11630,46,5/2/2002,116.3
5,3,1,10657,46.3,5/3/2002,106.57
5,3,2,10169,46.2,5/3/2002,101.69
5,3,3,9924,46.5,5/3/2002,99.24
5,3,4,9845,47.1,5/3/2002,98.45
5,3,5,10087,46.4,5/3/2002,100.87
5,3,6,11055,45.3,5/3/2002,110.55
5,3,7,13060,45.4,5/3/2002,130.6
5,3,8,14702,45.8,5/3/2002,147.02
5,3,9,15135,46.5,5/3/2002,151.35
5,3,10,15278,48.1,5/3/2002,152.78
5,3,11,15404,48.6,5/3/2002,154.04
5,3,12,15276,49.9,5/3/2002,152.76
5,3,13,15070,51.2,5/3/2002,150.7
5,3,14,14949,51.7,5/3/2002,149.49
5,3,15,14684,52.8,5/3/2002,146.84
5,3,16,14403,53.5,5/3/2002,144.03
5,3,17,14217,53.7,5/3/2002,142.17
5,3,18,14037,53.1,5/3/2002,140.37
5,3,19,13857,51.9,5/3/2002,138.57
5,3,20,14024,49.4,5/3/2002,140.24
5,3,21,14604,48,5/3/2002,146.04
5,3,22,14019,46.7,5/3/2002,140.19
5,3,23,12829,46,5/3/2002,128.29
5,3,24,11523,45.4,5/3/2002,115.23
5,4,1,10571,44.8,5/4/2002,105.71
5,4,2,10061,44.7,5/4/2002,100.61
5,4,3,9788,44.4,5/4/2002,97.88
5,4,4,9662,43.6,5/4/2002,96.62
5,4,5,9726,42.7,5/4/2002,97.26
5,4,6,9972,41.8,5/4/2002,99.72
5,4,7,10667,40.8,5/4/2002,106.67
5,4,8,11801,43.2,5/4/2002,118.01
5,4,9,12779,47.2,5/4/2002,127.79
5,4,10,13279,51.3,5/4/2002,132.79
5,4,11,13395,54.5,5/4/2002,133.95
5,4,12,13248,57.1,5/4/2002,132.48
5,4,13,12940,59.2,5/4/2002,129.4
5,4,14,12636,61.1,5/4/2002,126.36
5,4,15,12342,63,5/4/2002,123.42
5,4,16,12203,64.9,5/4/2002,122.03
5,4,17,12254,65.3,5/4/2002,122.54
5,4,18,12354,66,5/4/2002,123.54
5,4,19,12359,65.5,5/4/2002,123.59
5,4,20,12568,63.4,5/4/2002,125.68
5,4,21,13324,60.8,5/4/2002,133.24
5,4,22,12865,57.2,5/4/2002,128.65
5,4,23,11856,53.3,5/4/2002,118.56
5,4,24,10773,51.3,5/4/2002,107.73
5,5,1,9886,49.9,5/5/2002,98.86
5,5,2,9367,48.2,5/5/2002,93.67
5,5,3,9096,47.3,5/5/2002,90.96
5,5,4,8964,45.8,5/5/2002,89.64
5,5,5,8987,44.2,5/5/2002,89.87
5,5,6,9095,43.8,5/5/2002,90.95
5,5,7,9422,42.6,5/5/2002,94.22
5,5,8,10260,45.9,5/5/2002,102.6
5,5,9,11270,50.1,5/5/2002,112.7
5,5,10,12018,54.8,5/5/2002,120.18
5,5,11,12356,59.1,5/5/2002,123.56
5,5,12,12490,62.4,5/5/2002,124.9
5,5,13,12427,64.3,5/5/2002,124.27
5,5,14,12213,65.5,5/5/2002,122.13
5,5,15,12007,66.3,5/5/2002,120.07
5,5,16,11956,67,5/5/2002,119.56
5,5,17,12090,67.8,5/5/2002,120.9
5,5,18,12315,68.6,5/5/2002,123.15
5,5,19,12432,67.4,5/5/2002,124.32
5,5,20,12800,65,5/5/2002,128
5,5,21,13707,61.3,5/5/2002,137.07
5,5,22,13076,58.1,5/5/2002,130.76
5,5,23,11692,55.8,5/5/2002,116.92
5,5,24,10448,53.8,5/5/2002,104.48
5,6,1,9607,51.7,5/6/2002,96.07
5,6,2,9235,49.7,5/6/2002,92.35
5,6,3,9100,48.2,5/6/2002,91
5,6,4,9081,47.7,5/6/2002,90.81
5,6,5,9379,47.9,5/6/2002,93.79
5,6,6,10346,46.4,5/6/2002,103.46
5,6,7,12396,46.1,5/6/2002,123.96
5,6,8,14112,48.9,5/6/2002,141.12
5,6,9,14781,53.5,5/6/2002,147.81
5,6,10,15210,58.7,5/6/2002,152.1
5,6,11,15579,64.1,5/6/2002,155.79
5,6,12,15772,68.6,5/6/2002,157.72
5,6,13,15790,71.9,5/6/2002,157.9
5,6,14,15870,74.4,5/6/2002,158.7
5,6,15,15776,74.3,5/6/2002,157.76
5,6,16,15611,75.4,5/6/2002,156.11
5,6,17,15464,73.6,5/6/2002,154.64
5,6,18,15235,71.7,5/6/2002,152.35
5,6,19,14885,68.7,5/6/2002,148.85
5,6,20,15113,66.2,5/6/2002,151.13
5,6,21,15553,63.5,5/6/2002,155.53
5,6,22,14551,61.6,5/6/2002,145.51
5,6,23,12782,59.6,5/6/2002,127.82
5,6,24,11247,58.7,5/6/2002,112.47
5,7,1,10251,58,5/7/2002,102.51
5,7,2,9774,56.9,5/7/2002,97.74
5,7,3,9540,55.9,5/7/2002,95.4
5,7,4,9441,55.2,5/7/2002,94.41
5,7,5,9663,55.1,5/7/2002,96.63
5,7,6,10624,54.7,5/7/2002,106.24
5,7,7,12645,54,5/7/2002,126.45
5,7,8,14374,54,5/7/2002,143.74
5,7,9,14995,55.5,5/7/2002,149.95
5,7,10,15286,58.4,5/7/2002,152.86
5,7,11,15689,61.8,5/7/2002,156.89
5,7,12,15845,65.4,5/7/2002,158.45
5,7,13,15863,68,5/7/2002,158.63
5,7,14,15991,69.8,5/7/2002,159.91
5,7,15,15942,71.7,5/7/2002,159.42
5,7,16,15873,72.8,5/7/2002,158.73
5,7,17,15856,73.6,5/7/2002,158.56
5,7,18,15679,73.7,5/7/2002,156.79
5,7,19,15381,72,5/7/2002,153.81
5,7,20,15445,70.8,5/7/2002,154.45
5,7,21,15983,68.1,5/7/2002,159.83
5,7,22,15078,65.5,5/7/2002,150.78
5,7,23,13314,64.2,5/7/2002,133.14
5,7,24,11746,62.5,5/7/2002,117.46
5,8,1,10696,62.5,5/8/2002,106.96
5,8,2,10144,62.3,5/8/2002,101.44
5,8,3,9856,61.4,5/8/2002,98.56
5,8,4,9718,59.9,5/8/2002,97.18
5,8,5,9898,58.3,5/8/2002,98.98
5,8,6,10725,56.3,5/8/2002,107.25
5,8,7,12697,54.2,5/8/2002,126.97
5,8,8,14376,53.6,5/8/2002,143.76
5,8,9,14934,53.7,5/8/2002,149.34
5,8,10,15249,55,5/8/2002,152.49
5,8,11,15440,56.7,5/8/2002,154.4
5,8,12,15521,58.3,5/8/2002,155.21
5,8,13,15471,59.8,5/8/2002,154.71
5,8,14,15504,61.2,5/8/2002,155.04
5,8,15,15402,62.3,5/8/2002,154.02
5,8,16,15203,63.4,5/8/2002,152.03
5,8,17,15073,63.6,5/8/2002,150.73
5,8,18,14846,62.6,5/8/2002,148.46
5,8,19,14592,61,5/8/2002,145.92
5,8,20,14763,57.8,5/8/2002,147.63
5,8,21,15289,55.4,5/8/2002,152.89
5,8,22,14373,54,5/8/2002,143.73
5,8,23,12675,53.1,5/8/2002,126.75
5,8,24,11168,52.4,5/8/2002,111.68
5,9,1,10218,51.7,5/9/2002,102.18
5,9,2,9709,51.2,5/9/2002,97.09
5,9,3,9539,50.9,5/9/2002,95.39
5,9,4,9464,50.7,5/9/2002,94.64
5,9,5,9684,50.2,5/9/2002,96.84
5,9,6,10677,49.9,5/9/2002,106.77
5,9,7,12760,49.7,5/9/2002,127.6
5,9,8,14489,49.9,5/9/2002,144.89
5,9,9,15004,50.1,5/9/2002,150.04
5,9,10,15253,50.3,5/9/2002,152.53
5,9,11,15435,50.9,5/9/2002,154.35
5,9,12,15452,51.7,5/9/2002,154.52
5,9,13,15349,52.2,5/9/2002,153.49
5,9,14,15303,52.9,5/9/2002,153.03
5,9,15,15138,52.7,5/9/2002,151.38
5,9,16,14996,53.3,5/9/2002,149.96
5,9,17,15063,53.6,5/9/2002,150.63
5,9,18,15133,53.7,5/9/2002,151.33
5,9,19,15120,53.1,5/9/2002,151.2
5,9,20,15290,52.7,5/9/2002,152.9
5,9,21,15393,52.2,5/9/2002,153.93
5,9,22,14436,51.3,5/9/2002,144.36
5,9,23,12832,51.6,5/9/2002,128.32
5,9,24,11353,51.2,5/9/2002,113.53
5,10,1,10396,51.1,5/10/2002,103.96
5,10,2,9889,51.5,5/10/2002,98.89
5,10,3,9622,51.5,5/10/2002,96.22
5,10,4,9541,51.6,5/10/2002,95.41
5,10,5,9740,51.7,5/10/2002,97.4
5,10,6,10647,51.4,5/10/2002,106.47
5,10,7,12586,51.5,5/10/2002,125.86
5,10,8,14230,52.3,5/10/2002,142.3
5,10,9,14823,54.2,5/10/2002,148.23
5,10,10,15269,58.6,5/10/2002,152.69
