MONTH,DAY,HOUR,LOAD,DRYBULB,DEWPOINT,DATE
11,2,1,11408,32.9,21,11/2/2002
11,2,2,10982,31.4,17.3,11/2/2002
11,2,3,10802,30.1,14.7,11/2/2002
11,2,4,10754,28.3,14.6,11/2/2002
11,2,5,10915,27.7,13.2,11/2/2002
11,2,6,11405,26.7,12,11/2/2002
11,2,7,12199,26.1,11.9,11/2/2002
11,2,8,13337,26.1,13.1,11/2/2002
11,2,9,14415,28.3,13.3,11/2/2002
11,2,10,14948,30.8,12.5,11/2/2002
11,2,11,15072,32.8,12.2,11/2/2002
11,2,12,14902,35.1,12.4,11/2/2002
11,2,13,14576,36.4,12.9,11/2/2002
11,2,14,14245,37.3,12.9,11/2/2002
11,2,15,14003,38,13.5,11/2/2002
11,2,16,14097,37.7,14.1,11/2/2002
11,2,17,15001,37.6,15.2,11/2/2002
11,2,18,16436,34.8,16.1,11/2/2002
11,2,19,16277,33.1,17.2,11/2/2002
11,2,20,15749,31.5,17.5,11/2/2002
11,2,21,15179,30.5,18.3,11/2/2002
11,2,22,14420,29.9,19.1,11/2/2002
11,2,23,13398,30,20,11/2/2002
11,2,24,12340,29.5,20.1,11/2/2002
11,3,1,11523,28.9,20.3,11/3/2002
11,3,2,11052,28.2,19.9,11/3/2002
11,3,3,10829,27.4,19.6,11/3/2002
11,3,4,10733,26.6,18.1,11/3/2002
11,3,5,10786,26.5,18.1,11/3/2002
11,3,6,11055,26.5,19.3,11/3/2002
11,3,7,11510,26.6,19.8,11/3/2002
11,3,8,12345,26.1,19.6,11/3/2002
11,3,9,13342,28.5,18.2,11/3/2002
11,3,10,13932,31.3,17,11/3/2002
11,3,11,14108,33.9,15.2,11/3/2002
11,3,12,14130,36.4,12.3,11/3/2002
11,3,13,14014,38,12.6,11/3/2002
11,3,14,13775,39.5,13.3,11/3/2002
11,3,15,13607,40.2,13,11/3/2002
11,3,16,13774,40.1,12.3,11/3/2002
11,3,17,14926,38.6,12.1,11/3/2002
11,3,18,16547,35.8,12.7,11/3/2002
11,3,19,16530,33.7,13.8,11/3/2002
11,3,20,16106,32.2,16.8,11/3/2002
11,3,21,15447,32,17.8,11/3/2002
11,3,22,14317,31.7,19,11/3/2002
11,3,23,13039,32.1,19,11/3/2002
11,3,24,11961,31.4,19.3,11/3/2002
11,4,1,11255,29.8,19.7,11/4/2002
11,4,2,10952,29.1,21.1,11/4/2002
11,4,3,10820,29.3,21.3,11/4/2002
11,4,4,10849,29.4,22.5,11/4/2002
11,4,5,11210,29.9,21.3,11/4/2002
11,4,6,12483,30.4,21.9,11/4/2002
11,4,7,14784,30.6,22.9,11/4/2002
11,4,8,16260,31.3,22.9,11/4/2002
11,4,9,16592,32.9,23.7,11/4/2002
11,4,10,16598,36.3,23.3,11/4/2002
11,4,11,16562,39.7,24.9,11/4/2002
11,4,12,16489,43.1,25.7,11/4/2002
11,4,13,16356,44.8,26.3,11/4/2002
11,4,14,16362,45.1,27.2,11/4/2002
11,4,15,16415,44.2,30.9,11/4/2002
11,4,16,16451,43.3,32.4,11/4/2002
11,4,17,17395,42.3,33.7,11/4/2002
11,4,18,18416,41.4,35.1,11/4/2002
11,4,19,18137,40.6,35.7,11/4/2002
11,4,20,17512,40,37.4,11/4/2002
11,4,21,16638,39.6,35.8,11/4/2002
11,4,22,15354,39.4,37,11/4/2002
11,4,23,13699,39.2,36.2,11/4/2002
11,4,24,12308,38.2,34.3,11/4/2002
11,5,1,11439,37.2,35.5,11/5/2002
11,5,2,11017,37.2,35.5,11/5/2002
11,5,3,10853,36.6,34.4,11/5/2002
11,5,4,10847,36.5,34.2,11/5/2002
11,5,5,11203,34.9,31.8,11/5/2002
11,5,6,12412,34.2,32,11/5/2002
11,5,7,14511,33.9,31.8,11/5/2002
11,5,8,15730,33.3,31.1,11/5/2002
11,5,9,16049,37.3,31.6,11/5/2002
11,5,10,16105,40,32.6,11/5/2002
11,5,11,16122,41.7,30.5,11/5/2002
11,5,12,16025,43.3,28.9,11/5/2002
11,5,13,15828,43.9,27.6,11/5/2002
11,5,14,15748,44.1,27.6,11/5/2002
11,5,15,15569,44.4,27.7,11/5/2002
11,5,16,15704,43.9,27.2,11/5/2002
11,5,17,16793,42.4,28.4,11/5/2002
11,5,18,17973,41.5,28.4,11/5/2002
11,5,19,17796,40.6,29.3,11/5/2002
11,5,20,17280,40.7,29.3,11/5/2002
11,5,21,16451,40.4,30,11/5/2002
11,5,22,15231,40.7,31,11/5/2002
11,5,23,13611,40.6,31.5,11/5/2002
11,5,24,12202,39.9,33,11/5/2002
11,6,1,11313,39.3,34.2,11/6/2002
11,6,2,10862,39.4,35.3,11/6/2002
11,6,3,10674,38.8,36.5,11/6/2002
11,6,4,10654,38.8,36.8,11/6/2002
11,6,5,10941,38.2,36.9,11/6/2002
11,6,6,12065,38.2,36.6,11/6/2002
11,6,7,14285,39.2,37.7,11/6/2002
11,6,8,15782,40.1,39.2,11/6/2002
11,6,9,16281,41,40.3,11/6/2002
11,6,10,16474,41.4,40.6,11/6/2002
11,6,11,16625,42.6,41.6,11/6/2002
11,6,12,16577,43.3,42.1,11/6/2002
11,6,13,16399,44.8,42.5,11/6/2002
11,6,14,16341,45.6,43.2,11/6/2002
11,6,15,16264,46.1,43.2,11/6/2002
11,6,16,16416,45.2,42.9,11/6/2002
11,6,17,17323,44.6,42.9,11/6/2002
11,6,18,18223,44.4,42.2,11/6/2002
11,6,19,17905,43.6,40.7,11/6/2002
11,6,20,17362,43.1,39.5,11/6/2002
11,6,21,16525,42,38.8,11/6/2002
11,6,22,15250,41.1,37.2,11/6/2002
11,6,23,13643,40.8,35.8,11/6/2002
11,6,24,12302,40.3,34.6,11/6/2002
11,7,1,11398,39.2,32.5,11/7/2002
11,7,2,10961,38.5,31.2,11/7/2002
11,7,3,10793,37.6,29.8,11/7/2002
11,7,4,10775,37.3,29.5,11/7/2002
11,7,5,11109,36.6,30,11/7/2002
11,7,6,12304,36.3,30.5,11/7/2002
11,7,7,14490,36.5,29.9,11/7/2002
11,7,8,15798,36.1,30.3,11/7/2002
11,7,9,16111,38.5,30.5,11/7/2002
11,7,10,16233,40.3,27.9,11/7/2002
11,7,11,16299,39,24.7,11/7/2002
11,7,12,16247,39.8,17.3,11/7/2002
11,7,13,16068,39.2,8.2,11/7/2002
11,7,14,15991,38.4,4.1,11/7/2002
11,7,15,15887,38.2,3.6,11/7/2002
11,7,16,16021,37,2.4,11/7/2002
11,7,17,17036,35.6,4.7,11/7/2002
11,7,18,18444,32.7,5,11/7/2002
11,7,19,18388,31.2,5.9,11/7/2002
11,7,20,17975,30,5.3,11/7/2002
11,7,21,17252,28.4,7.3,11/7/2002
11,7,22,16113,27.4,9.3,11/7/2002
11,7,23,14522,26.9,9.1,11/7/2002
11,7,24,13079,26.4,11.9,11/7/2002
11,8,1,12128,27.7,11.8,11/8/2002
11,8,2,11657,28.5,12.2,11/8/2002
11,8,3,11401,28.9,13.6,11/8/2002
11,8,4,11362,29.8,14.5,11/8/2002
11,8,5,11655,30.6,15.1,11/8/2002
11,8,6,12813,30.8,14.7,11/8/2002
11,8,7,14875,31.3,16.1,11/8/2002
11,8,8,16085,32,19,11/8/2002
11,8,9,16341,37.5,22.7,11/8/2002
11,8,10,16288,41.4,26.1,11/8/2002
11,8,11,16191,45.7,28.8,11/8/2002
11,8,12,15985,49.1,30.4,11/8/2002
11,8,13,15684,52.1,31.2,11/8/2002
11,8,14,15535,55.1,31.9,11/8/2002
11,8,15,15294,57,33.3,11/8/2002
11,8,16,15164,56.3,33.7,11/8/2002
11,8,17,15964,55.2,35.5,11/8/2002
11,8,18,17072,52.3,36.1,11/8/2002
11,8,19,16760,50.8,37,11/8/2002
11,8,20,16142,50.2,38.3,11/8/2002
11,8,21,15432,50,39.8,11/8/2002
11,8,22,14473,49,40,11/8/2002
11,8,23,13130,48.7,39.3,11/8/2002
11,8,24,11809,47.6,39.5,11/8/2002
11,9,1,10856,47.1,39.4,11/9/2002
11,9,2,10350,47.8,39.3,11/9/2002
11,9,3,10066,46.7,39.1,11/9/2002
11,9,4,9984,46.6,39.1,11/9/2002
11,9,5,10073,44.9,38.8,11/9/2002
11,9,6,10503,44.4,39,11/9/2002
11,9,7,11162,43.4,38.5,11/9/2002
11,9,8,12255,43.5,38.9,11/9/2002
11,9,9,13363,45,40.2,11/9/2002
11,9,10,13955,47.7,41.1,11/9/2002
11,9,11,14009,51.9,41.1,11/9/2002
11,9,12,13837,55,42.2,11/9/2002
11,9,13,13528,56.7,43.2,11/9/2002
11,9,14,13174,57.8,43.2,11/9/2002
11,9,15,12996,59.1,43.2,11/9/2002
11,9,16,13065,58.3,43.4,11/9/2002
11,9,17,14181,57.2,44.2,11/9/2002
11,9,18,15455,54.8,45.3,11/9/2002
11,9,19,15181,53.6,45.7,11/9/2002
11,9,20,14665,52.9,46.5,11/9/2002
11,9,21,14037,51.9,46.3,11/9/2002
11,9,22,13279,51.6,46.1,11/9/2002
11,9,23,12206,51.1,46,11/9/2002
11,9,24,11159,50.3,46,11/9/2002
11,10,1,10336,50.5,46.9,11/10/2002
11,10,2,9820,50.4,46.9,11/10/2002
11,10,3,9503,50.4,47.2,11/10/2002
11,10,4,9395,50.6,47.8,11/10/2002
11,10,5,9422,51,48.7,11/10/2002
11,10,6,9611,51.3,49.4,11/10/2002
11,10,7,10056,51.9,49.7,11/10/2002
11,10,8,10766,52,50.3,11/10/2002
11,10,9,11855,53.6,51.6,11/10/2002
11,10,10,12597,56.6,52.6,11/10/2002
11,10,11,12936,59.6,53.1,11/10/2002
11,10,12,13004,61.5,53.2,11/10/2002
11,10,13,13088,64.3,53.1,11/10/2002
11,10,14,12959,65.5,53.4,11/10/2002
11,10,15,12904,65.7,54.3,11/10/2002
11,10,16,13356,63.7,55.9,11/10/2002
11,10,17,14530,62.3,58,11/10/2002
11,10,18,15450,62.5,58.4,11/10/2002
11,10,19,15208,62.1,58.3,11/10/2002
11,10,20,14661,61.8,58.3,11/10/2002
11,10,21,14185,61.6,58,11/10/2002
11,10,22,13124,61.4,58.5,11/10/2002
11,10,23,12058,61.7,59,11/10/2002
11,10,24,10949,61.5,58.9,11/10/2002
11,11,1,10091,62.2,59.7,11/11/2002
11,11,2,9747,62.4,59.9,11/11/2002
11,11,3,9516,62.8,60.6,11/11/2002
11,11,4,9465,62.9,60.7,11/11/2002
11,11,5,9722,63.2,60.9,11/11/2002
11,11,6,10589,63.9,61.4,11/11/2002
11,11,7,12183,64,62,11/11/2002
11,11,8,13705,63.8,61.4,11/11/2002
11,11,9,14866,63.6,61.4,11/11/2002
11,11,10,15656,64,61.6,11/11/2002
11,11,11,16105,64.3,61.6,11/11/2002
11,11,12,16193,65,62.3,11/11/2002
11,11,13,16163,65,62.3,11/11/2002
11,11,14,16037,64.5,62,11/11/2002
11,11,15,15912,65.1,61.7,11/11/2002
11,11,16,15946,65.4,61,11/11/2002
11,11,17,16896,65.1,60.6,11/11/2002
11,11,18,17733,64.1,60.8,11/11/2002
11,11,19,17290,61.4,56.9,11/11/2002
11,11,20,16617,60.7,55.6,11/11/2002
11,11,21,15775,59.3,54.2,11/11/2002
11,11,22,14492,59,53.5,11/11/2002
11,11,23,12813,58.5,52.5,11/11/2002
11,11,24,11413,56.8,51.1,11/11/2002
11,12,1,10461,55.6,49.5,11/12/2002
11,12,2,9961,53.5,48.3,11/12/2002
11,12,3,9724,52,47.4,11/12/2002
11,12,4,9674,50.2,46.4,11/12/2002
11,12,5,9913,49.9,46,11/12/2002
11,12,6,11040,48.5,45.1,11/12/2002
11,12,7,13290,48.8,44.1,11/12/2002
11,12,8,14705,48.6,43.9,11/12/2002
11,12,9,15199,50.2,44.1,11/12/2002
11,12,10,15391,51.1,44.5,11/12/2002
11,12,11,15611,52.7,44.1,11/12/2002
11,12,12,15719,52.1,44.5,11/12/2002
11,12,13,15699,51.9,45.8,11/12/2002
11,12,14,15748,51.2,45.9,11/12/2002
11,12,15,15743,50.4,46.4,11/12/2002
11,12,16,16051,49.1,47.1,11/12/2002
11,12,17,17125,48.7,47.1,11/12/2002
11,12,18,17793,48.2,46.3,11/12/2002
11,12,19,17447,48,46.7,11/12/2002
11,12,20,16871,47.6,46.3,11/12/2002
11,12,21,16063,47,45.7,11/12/2002
11,12,22,14795,46.6,45.6,11/12/2002
11,12,23,13169,46.4,45.4,11/12/2002
11,12,24,11720,46.4,45.2,11/12/2002
11,13,1,10786,46.4,45,11/13/2002
11,13,2,10305,45.8,44.7,11/13/2002
11,13,3,10068,46,44.7,11/13/2002
11,13,4,10038,45.8,44.2,11/13/2002
11,13,5,10305,45.6,44.1,11/13/2002
11,13,6,11463,45.4,44,11/13/2002
11,13,7,13780,45.4,43.6,11/13/2002
11,13,8,15254,45.1,43.2,11/13/2002
11,13,9,15683,45.1,43,11/13/2002
11,13,10,15901,45.4,43.5,11/13/2002
11,13,11,16090,45.6,43.1,11/13/2002
11,13,12,16143,45.5,42.8,11/13/2002
11,13,13,16078,45.8,42.9,11/13/2002
11,13,14,16101,46.1,42.9,11/13/2002
11,13,15,16008,45.8,42.7,11/13/2002
11,13,16,16242,46,42.4,11/13/2002
11,13,17,17175,45.9,42.1,11/13/2002
11,13,18,17899,45.5,42,11/13/2002
11,13,19,17566,45.5,41,11/13/2002
11,13,20,17021,45.2,40.1,11/13/2002
11,13,21,16250,44.9,39.6,11/13/2002
11,13,22,15074,44.4,39.2,11/13/2002
11,13,23,13409,43.7,38.1,11/13/2002
11,13,24,11966,43.1,36.9,11/13/2002
11,14,1,11049,42.8,35.9,11/14/2002
11,14,2,10596,42.1,34.3,11/14/2002
11,14,3,10381,41.2,33.2,11/14/2002
11,14,4,10373,39.9,32.1,11/14/2002
11,14,5,10680,39,31.4,11/14/2002
11,14,6,11931,37.6,31.6,11/14/2002
11,14,7,14209,36.2,30.5,11/14/2002
11,14,8,15465,35.9,30.2,11/14/2002
11,14,9,15697,38.4,31.6,11/14/2002
11,14,10,15722,41.8,31.8,11/14/2002
11,14,11,15707,45.3,31.5,11/14/2002
11,14,12,15591,47.2,30.7,11/14/2002
11,14,13,15370,48.8,31,11/14/2002
11,14,14,15292,50.1,30.7,11/14/2002
11,14,15,15099,50.6,30.9,11/14/2002
11,14,16,15098,50.8,30.3,11/14/2002
11,14,17,16167,49.6,31.1,11/14/2002
11,14,18,17455,47,32.2,11/14/2002
11,14,19,17432,45.6,32.8,11/14/2002
11,14,20,16935,45,34.4,11/14/2002
11,14,21,16181,44.3,34.7,11/14/2002
11,14,22,15053,44.2,35.2,11/14/2002
11,14,23,13434,44.2,36,11/14/2002
11,14,24,12010,45,37.3,11/14/2002
11,15,1,11036,45.4,38.3,11/15/2002
11,15,2,10530,45.9,38.6,11/15/2002
11,15,3,10290,46.9,39,11/15/2002
11,15,4,10217,46.7,39.1,11/15/2002
11,15,5,10488,46.6,38.4,11/15/2002
11,15,6,11630,46,38.3,11/15/2002
11,15,7,13826,44.9,38.6,11/15/2002
11,15,8,15128,44.7,38.4,11/15/2002
11,15,9,15454,46.5,39.1,11/15/2002
11,15,10,15525,49.6,39.9,11/15/2002
11,15,11,15573,52.1,40.5,11/15/2002
11,15,12,15473,54.2,40.3,11/15/2002
11,15,13,15270,56.2,38.8,11/15/2002
11,15,14,15179,57.8,37.6,11/15/2002
11,15,15,14949,57.4,36,11/15/2002
11,15,16,14870,57.1,35.2,11/15/2002
11,15,17,15782,55.8,35.8,11/15/2002
11,15,18,16786,53.1,36.4,11/15/2002
11,15,19,16429,51.5,36.7,11/15/2002
11,15,20,15810,49.8,39.4,11/15/2002
11,15,21,15139,48.6,40.1,11/15/2002
11,15,22,14264,48.2,40,11/15/2002
11,15,23,13041,47.3,38.8,11/15/2002
11,15,24,11802,46.3,38.5,11/15/2002
11,16,1,10807,45.9,37,11/16/2002
11,16,2,10280,43.7,36.5,11/16/2002
11,16,3,10041,42.4,34.3,11/16/2002
11,16,4,9935,41.2,32.4,11/16/2002
11,16,5,10043,39.9,31.9,11/16/2002
11,16,6,10506,38.9,30.8,11/16/2002
11,16,7,11367,38.1,30.6,11/16/2002
11,16,8,12444,37.7,30.4,11/16/2002
11,16,9,13821,37.3,30,11/16/2002
11,16,10,14744,36.3,30.6,11/16/2002
11,16,11,15185,35.2,31.5,11/16/2002
11,16,12,15298,35.1,31.5,11/16/2002
11,16,13,15214,35.3,31.6,11/16/2002
11,16,14,15062,35.4,31.3,11/16/2002
11,16,15,14995,34.4,30.9,11/16/2002
11,16,16,15178,33.7,30,11/16/2002
11,16,17,16132,33.2,29.6,11/16/2002
11,16,18,16742,33.2,29.1,11/16/2002
11,16,19,16411,33.1,28.8,11/16/2002
11,16,20,15839,33,29.5,11/16/2002
11,16,21,15193,33,29.4,11/16/2002
11,16,22,14355,32.9,29.6,11/16/2002
11,16,23,13330,33.2,30.5,11/16/2002
11,16,24,12281,32.9,30.9,11/16/2002
11,17,1,11411,33,30.9,11/17/2002
11,17,2,10846,32.8,31.3,11/17/2002
11,17,3,10507,33,31.9,11/17/2002
11,17,4,10307,33.9,32.5,11/17/2002
11,17,5,10244,34.7,33.1,11/17/2002
11,17,6,10470,35.4,33.4,11/17/2002
11,17,7,10967,35.5,34.2,11/17/2002
11,17,8,11638,35.9,34.6,11/17/2002
11,17,9,12780,36.1,34.4,11/17/2002
11,17,10,13771,36.1,35,11/17/2002
11,17,11,14408,36.2,34.8,11/17/2002
11,17,12,14796,35.4,34.1,11/17/2002
11,17,13,14875,35.4,34.1,11/17/2002
11,17,14,14760,35.9,34.4,11/17/2002
11,17,15,14650,35.9,34.4,11/17/2002
11,17,16,14829,35.5,34,11/17/2002
11,17,17,15943,34.9,33.8,11/17/2002
11,17,18,16769,34.6,33.6,11/17/2002
11,17,19,16541,34.6,33.4,11/17/2002
11,17,20,16047,34.5,33.4,11/17/2002
11,17,21,15358,34.6,33.3,11/17/2002
11,17,22,14259,35.1,33.5,11/17/2002
11,17,23,13065,34.9,33.5,11/17/2002
11,17,24,11895,34.2,33.1,11/17/2002
11,18,1,11065,34,33.1,11/18/2002
11,18,2,10650,34.1,32.8,11/18/2002
11,18,3,10472,34.4,32.9,11/18/2002
11,18,4,10493,34.2,33,11/18/2002
11,18,5,10843,34,32.8,11/18/2002
11,18,6,12037,34.4,33.3,11/18/2002
11,18,7,14310,34.8,32.5,11/18/2002
11,18,8,15755,34.7,31.6,11/18/2002
11,18,9,16224,35,30.8,11/18/2002
11,18,10,16466,36.5,30.2,11/18/2002
11,18,11,16648,36.9,29.7,11/18/2002
11,18,12,16602,38,29.7,11/18/2002
11,18,13,16503,38.6,28.8,11/18/2002
11,18,14,16463,39.8,29,11/18/2002
11,18,15,16318,40.2,28.7,11/18/2002
11,18,16,16450,40.1,29,11/18/2002
11,18,17,17649,39.5,29.1,11/18/2002
11,18,18,18749,38.9,28.6,11/18/2002
11,18,19,18475,38.7,28.7,11/18/2002
11,18,20,17916,38.8,28.2,11/18/2002
11,18,21,17067,38.4,28.6,11/18/2002
11,18,22,15820,37.8,28.7,11/18/2002
11,18,23,14177,37.3,28.2,11/18/2002
11,18,24,12697,37.1,27.5,11/18/2002
11,19,1,11704,36,27.8,11/19/2002
11,19,2,11236,35.5,27.2,11/19/2002
11,19,3,11061,35.1,26.9,11/19/2002
11,19,4,11084,33.6,26.7,11/19/2002
11,19,5,11410,32.7,26.8,11/19/2002
11,19,6,12625,32.5,26.3,11/19/2002
11,19,7,14909,31.2,25.9,11/19/2002
11,19,8,16223,31.2,26.3,11/19/2002
11,19,9,16522,32,27.3,11/19/2002
11,19,10,16563,34,27.4,11/19/2002
11,19,11,16583,35.3,27.2,11/19/2002
11,19,12,16444,36.9,27.2,11/19/2002
11,19,13,16281,37.6,28.1,11/19/2002
11,19,14,16236,38.8,29.1,11/19/2002
11,19,15,16175,39.4,29.8,11/19/2002
11,19,16,16370,40.3,30.8,11/19/2002
11,19,17,17550,40.2,31.6,11/19/2002
11,19,18,18430,40.3,32.1,11/19/2002
11,19,19,18126,40.3,33.4,11/19/2002
11,19,20,17556,40,34,11/19/2002
11,19,21,16751,39.1,34.5,11/19/2002
11,19,22,15505,39,35.3,11/19/2002
11,19,23,13834,38.8,35.5,11/19/2002
11,19,24,12355,38.6,35.9,11/19/2002
11,20,1,11394,38.2,35.9,11/20/2002
11,20,2,10924,37.1,35.3,11/20/2002
11,20,3,10848,36.4,35.1,11/20/2002
11,20,4,10751,35.9,34.2,11/20/2002
11,20,5,11042,35.4,34.4,11/20/2002
11,20,6,12270,34.5,33.7,11/20/2002
11,20,7,14572,34.1,32.6,11/20/2002
11,20,8,15854,33.9,32.8,11/20/2002
11,20,9,16051,34.8,33.4,11/20/2002
11,20,10,16024,37.4,34.8,11/20/2002
11,20,11,15906,39.7,35.5,11/20/2002
11,20,12,15786,42.8,37.1,11/20/2002
11,20,13,15542,45.8,38,11/20/2002
11,20,14,15461,49,38.6,11/20/2002
11,20,15,15333,51.7,37.8,11/20/2002
11,20,16,15284,52.4,37.5,11/20/2002
11,20,17,16477,50.3,38.2,11/20/2002
11,20,18,17758,47.1,37.6,11/20/2002
11,20,19,17605,46,38,11/20/2002
11,20,20,17105,44.2,37.8,11/20/2002
11,20,21,16453,41.8,37,11/20/2002
11,20,22,15316,41,36.7,11/20/2002
11,20,23,13686,38.8,35.7,11/20/2002
11,20,24,12371,36.8,33.9,11/20/2002
11,21,1,11373,36,33.6,11/21/2002
11,21,2,10956,35.6,32.5,11/21/2002
11,21,3,10802,35.3,33,11/21/2002
11,21,4,10791,35.1,32.6,11/21/2002
11,21,5,11096,34.7,32.5,11/21/2002
11,21,6,12304,34.3,32.4,11/21/2002
11,21,7,14667,34.2,33.3,11/21/2002
11,21,8,16020,35.2,34.4,11/21/2002
11,21,9,16316,35.5,35.1,11/21/2002
11,21,10,16396,37.8,37.4,11/21/2002
11,21,11,16429,38,37.4,11/21/2002
11,21,12,16378,39.9,39.3,11/21/2002
11,21,13,16202,41.3,40,11/21/2002
11,21,14,16148,42,40.7,11/21/2002
11,21,15,16053,42.8,41.3,11/21/2002
11,21,16,16207,43.5,41.9,11/21/2002
11,21,17,17281,43.6,39.3,11/21/2002
11,21,18,18056,43,41,11/21/2002
11,21,19,17778,42.2,40.4,11/21/2002
11,21,20,17278,40.9,39.7,11/21/2002
11,21,21,16451,40.8,39.7,11/21/2002
11,21,22,15272,40.9,39.4,11/21/2002
11,21,23,13676,40.7,39.7,11/21/2002
11,21,24,12201,41.1,40.1,11/21/2002
11,22,1,11312,40.9,39.9,11/22/2002
11,22,2,10839,40.9,40.2,11/22/2002
11,22,3,10571,41.4,40.4,11/22/2002
11,22,4,10511,41.5,40.4,11/22/2002
11,22,5,10795,41.3,40.4,11/22/2002
11,22,6,11884,41.3,40.5,11/22/2002
11,22,7,14144,41.7,40.8,11/22/2002
11,22,8,15745,42.2,41.6,11/22/2002
11,22,9,16225,42.2,40.9,11/22/2002
11,22,10,16393,42.6,41.6,11/22/2002
11,22,11,16488,43.1,41.9,11/22/2002
11,22,12,16401,44.2,42.7,11/22/2002
11,22,13,16226,44.9,43.5,11/22/2002
11,22,14,16126,45.6,44.1,11/22/2002
11,22,15,16008,45.3,44.3,11/22/2002
11,22,16,16100,45.6,44.5,11/22/2002
11,22,17,16952,45,43.9,11/22/2002
11,22,18,17430,44.8,43.9,11/22/2002
11,22,19,17009,44.4,43.6,11/22/2002
11,22,20,16346,44.1,43.1,11/22/2002
11,22,21,15644,43.4,42.6,11/22/2002
11,22,22,14728,43.8,42.7,11/22/2002
11,22,23,13453,43.4,42.6,11/22/2002
11,22,24,12166,43.6,41.2,11/22/2002
11,23,1,11106,42.4,40.9,11/23/2002
11,23,2,10582,42.5,40.4,11/23/2002
11,23,3,10275,42,39.1,11/23/2002
11,23,4,10174,41.9,38.3,11/23/2002
11,23,5,10296,40.1,35.8,11/23/2002
11,23,6,10785,38.7,33.3,11/23/2002
11,23,7,11725,37.4,31.7,11/23/2002
11,23,8,12793,35.9,29.4,11/23/2002
11,23,9,14060,35.2,27.7,11/23/2002
11,23,10,14931,35.4,25.8,11/23/2002
11,23,11,15146,35.1,25.4,11/23/2002
11,23,12,15093,36.7,25.5,11/23/2002
11,23,13,14789,37.1,25.2,11/23/2002
11,23,14,14383,38.7,25.5,11/23/2002
11,23,15,14112,39.5,25.5,11/23/2002
11,23,16,14222,39.3,24.9,11/23/2002
11,23,17,15456,38.1,23.6,11/23/2002
11,23,18,16606,36,22.5,11/23/2002
11,23,19,16346,34.8,22.1,11/23/2002
11,23,20,15846,33.8,21.5,11/23/2002
11,23,21,15287,33.8,21.8,11/23/2002
11,23,22,14581,33.7,21.8,11/23/2002
11,23,23,13549,32.9,21.6,11/23/2002
11,23,24,12433,32.5,21.6,11/23/2002
11,24,1,11535,32.2,21.9,11/24/2002
11,24,2,10977,32.6,22.7,11/24/2002
11,24,3,10669,32.1,23.3,11/24/2002
11,24,4,10527,33.1,24.3,11/24/2002
11,24,5,10540,34.1,25.1,11/24/2002
11,24,6,10785,34.8,25.6,11/24/2002
11,24,7,11304,35.8,26.6,11/24/2002
11,24,8,11973,36.2,26.9,11/24/2002
11,24,9,12961,37.8,27.6,11/24/2002
11,24,10,13626,39.5,27.9,11/24/2002
11,24,11,13851,42.1,28.3,11/24/2002
11,24,12,13942,43.9,27.9,11/24/2002
11,24,13,13889,45,27.9,11/24/2002
11,24,14,13725,45.5,27.9,11/24/2002
11,24,15,13564,46.1,27,11/24/2002
11,24,16,13730,46.2,27,11/24/2002
11,24,17,15191,44.8,26.5,11/24/2002
11,24,18,16470,43.5,26.1,11/24/2002
11,24,19,16363,42.6,27.1,11/24/2002
11,24,20,16004,41,27.2,11/24/2002
11,24,21,15367,40.7,27.6,11/24/2002
11,24,22,14291,40.5,27.5,11/24/2002
11,24,23,12966,39.7,27.4,11/24/2002
11,24,24,11823,38.3,27.5,11/24/2002
11,25,1,11015,37.2,27.3,11/25/2002
11,25,2,10646,36.6,26.9,11/25/2002
11,25,3,10495,34.9,27.5,11/25/2002
11,25,4,10524,34.4,27.4,11/25/2002
11,25,5,10851,33.1,27.1,11/25/2002
11,25,6,12256,33.2,27.4,11/25/2002
11,25,7,14492,32.4,27.3,11/25/2002
11,25,8,16012,32.8,27.7,11/25/2002
11,25,9,16431,34.9,29.3,11/25/2002
11,25,10,16403,37.4,29.6,11/25/2002
11,25,11,16397,39.6,30.2,11/25/2002
11,25,12,16307,41.9,30.1,11/25/2002
11,25,13,16098,42.8,30.1,11/25/2002
11,25,14,16070,44,30.5,11/25/2002
11,25,15,15981,44.4,31.5,11/25/2002
11,25,16,16081,44.3,32.2,11/25/2002
11,25,17,17302,43.3,32.8,11/25/2002
11,25,18,18192,43.3,33.1,11/25/2002
11,25,19,17955,42.5,34.6,11/25/2002
11,25,20,17424,42.3,34.5,11/25/2002
11,25,21,16713,42.2,34.9,11/25/2002
11,25,22,15470,41.6,35.6,11/25/2002
11,25,23,13783,40,35.7,11/25/2002
11,25,24,12275,39.4,35.8,11/25/2002
11,26,1,11292,39.1,35.9,11/26/2002
11,26,2,10781,38.5,35.9,11/26/2002
11,26,3,10546,39.3,34.3,11/26/2002
11,26,4,10545,38.2,34.2,11/26/2002
11,26,5,10862,36.1,33.4,11/26/2002
11,26,6,12078,35.7,32.4,11/26/2002
11,26,7,14421,34.9,31.5,11/26/2002
11,26,8,15765,34.7,31.2,11/26/2002
11,26,9,16003,35.9,30.7,11/26/2002
11,26,10,15988,38.8,30,11/26/2002
11,26,11,16005,40.5,28.2,11/26/2002
11,26,12,15917,42,26.6,11/26/2002
11,26,13,15754,43.2,25.2,11/26/2002
11,26,14,15690,43.3,24.7,11/26/2002
11,26,15,15529,43.2,23.1,11/26/2002
